tweet,index
Campanha de vacinação contra a gripe começa nesta segundahttps://t.co/LNrChcKv4o https://t.co/g0dgaOwY8V,5013
"Boa tarde!  A partir de terça (25), a vacina contra a gripe (influenza) estará disponível em mais de 100 salas de vacinação do DF. A campanha é voltada a idosos, crianças de 6 meses a 5 anos, gestantes e professores. Mais de 1,2 milhão de pessoas estão aptas a se vacinar. A nossa… https://t.co/zhjpVFnK3o https://t.co/UFlCb9TKnj",5017
"GDF anuncia que entre quinta e sexta-feira receberá as primeiras vacinas contra a dengue. Serão 194 mil doses para o público de 10 a 14 anos. Com isso, vacinação pode começar na tarde de sexta-feira (9/1)",5022
Governo de SP amplia vacinação contra a gripe para a população acima de seis meseshttps://t.co/TEAJHpYPF3,5023
"Tocantins tem 2,5 mil notificações de casos suspeitos de dengue e vacinação está disponível para jovens de 10 a 14 anos#g1Tocantins #tvanhanguera #saúde #denguehttps://t.co/wiI964j8nM",5026
Vacinação contra Covid-19 em João Pessoa tem horários alterados nesta sexta (2) devido ao jogo do Brasil.#g1 #g1Paraíba https://t.co/QqxF2FuPK2 https://t.co/qvoyv2l5Iz,5027
Combate à dengue: Chico Guarnieri propõe programa de vacinação nas escolas https://t.co/eI26K8zBAD via @planetafolha,5032
"O governador Wilson Lima informou, nesta quarta-feira (22/09), a exigência de vacinação completa contra a Covid-19, com duas doses ou dose única, para o público que for acompanhar o clássico sul-americano entre Brasil e Uruguaihttps://t.co/ibS1T22pf2",5033
Quer saber como vai funcionar o sistema de cadastramento para vacinação contra a Covid-19 em Palmas? Fique ligado no #JA2 que a gente te conta tudo. https://t.co/h0hbNhE6Sj,5040
"VACINA CONTRA A GRIPE | A partir da segunda quinzena de março, a vacina contra a gripe estará disponível em todas as salas de vacinação do SUS (Sistema Único de Saúde) no Brasil para gestantes, idosos e crianças com idade entre seis meses e seis anos de idade. https://t.co/cux5zU0Pnf",5042
💉 Jundiaí retoma vacinação contra a Covid-19 para crianças e grupos prioritárioshttps://t.co/4hkkjklM6R #g1 #Jundiaí https://t.co/GdmL0N4JcE,5043
Campanha de vacinação contra a gripe na Paraíba começa nesta segunda-feira (10).#g1 #g1Paraíbahttps://t.co/NZJ2kY8oBJ https://t.co/hVPINqD7aV,5044
A Fundação de Vigilância em Saúde Dra. Rosemary Costa Pinto (FVS-RCP) iniciou a distribuição de doses de vacinas contra a Covid-19 para atender a vacinação de adolescentes de 12 a 17 anos com comorbidades nos municípios do interior do Amazonashttps://t.co/TZYkffz0i1,5047
Estado do Rio amplia vacinação contra dengue para todos os municípios https://t.co/FAeZtmrOjB #ODia #RiodeJaneiro,5048
Vacinação contra a dengue é suspensa em Porto Alegre por falta de novas doses. Capital aguarda novo envio de vacinas pelo Ministério da Saúde.https://t.co/oTvATk68es,5053
"CAMPANHA NACIONAL | O Dia D de vacinação contra a gripe será realizado neste sábado (10) em todo o país. A vacina é a forma mais eficaz de se proteger contra o vírus influenza, causador da gripe, evitando tanto a manifestação grave da doença quanto o contágio de outras pessoas. https://t.co/IVRMWWNc99",5062
"Começa hoje a vacinação contra a Influenza em Aracaju. Neste primeiro momento, serão prioridade as crianças acima dos 6 meses e abaixo dos 6 anos,  gestantes, professores e trabalhadores da saúde. Para se vacinar, basta ir a uma das UBS ou aos postos de vacina nos shoppings.",5069
"💉 Boas notícias! Aracaju e maioria dos municípios sergipanos iniciaram a vacinação contra a covid-19 em crianças de 3 e 4 anos hoje. Quem tem 3 anos de idade é preciso que sejam imunossuprimidas, com comorbidades ou deficiência permanente. Crianças com 4 anos, não há restrição.",5070
"⚠️ Passando para lembrar de algo muito importante, pessoal. A partir de agora, a vacinação contra a covid-19 em Boa Vista é feita apenas nas unidades básicas de saúde que possuem sala de vacina. A lista completa você confere aqui 💉👇🏾https://t.co/IGDXzar0LX",5071
"Mais um marco na Saúde do Acre, hoje fomos o primeiro estado da região Norte a lançar a campanha de vacinação contra a dengue. Neste primeiro momento serão contempladas crianças de 10 e 11 anos. O Pedro Henrique e o meu filho Guilherme foram os primeiros a serem vacinados. 🙏🏼 https://t.co/JZofIIfLaz",5074
Saúde em BH: retomada da vacinação contra dengue tem baixa procura.https://t.co/Z6VZI2DT2X,5100
Goiás lança campanha de vacinação contra a gripe; veja onde se vacinar em Goiânia e Aparecida ⇒ https://t.co/LGcA2sDjIt #g1go #Goiás #vacina #gripe #influenza #Goiás https://t.co/8njQcpIWDc,5101
"São Paulo vai ampliar campanha de vacinação contra gripe a partir de segunda, 19 https://t.co/q2PbNbQgWj #MeiaHora",5105
Dia D de vacinação contra a gripe será no sábado (10) em São Luíshttps://t.co/ZMsD6pGraP,5106
"#saude I Em 2024, o Ministério da Saúde deu início à estratégia inédita de vacinação contra o vírus da dengue.https://t.co/ALJqOoZlGk",5107
"💉 Vacinação contra a gripe é ampliada para toda a população da cidade de São Paulo #sbtnewsObjetivo é conter o avanço das doenças respiratórias durante o outono e o inverno, períodos com maior circulação de vírus; veja como se prevenirhttps://t.co/R5DS3xvgS2",5110
Sábado (24) será o ‘Dia D’ da vacinação contra a gripe em Porto Alegre. A data também terá passe livre no transporte público da capital.https://t.co/BHRbSgSycn,5112
"💉Vacinação contra gripe é ampliada para toda a população no Ceará*⃣ A vacina contra a gripe, que integra o Calendário Nacional de Vacinação, começou a ser aplicada em 31 de março para grupos prioritários, incluindo crianças pequenas, gestantes e idososhttps://t.co/SbBK3QR8Fv",5114
"Shoppings de Belém ofertam vacinação contra a gripe neste sábado, 25https://t.co/P1mDZrteLR #g1para",5130
"➡️Casos de gripe disparam no país e baixo nível de vacinação preocupa especialistasVírus influenza tipo A provoca aumento nas internações, principalmente entre crianças e idosos. Ao todo, 15 estados já estão em alerta #sbtnews https://t.co/Q0Kt3wXm5S https://t.co/8OSwTEF0cq",5132
Escolas públicas iniciam campanha de vacinação em todo o Brasil https://t.co/vWcibi2Mqd,5139
Rio de Janeiro retoma vacinação atualizada contra a Covid-19 nesta quarta-feira (7). #Vacinação #Saúde #Covid19 #Notícias #RiodeJaneiro #TVCultura https://t.co/i9wcFgRX6S,5148
Sesap realiza campanha para ampliar vacinação entre crianças e adolescentes no RNhttps://t.co/J6VG8qt7Ru,5150
Dia D da Vacinação contra a gripe é adiado para 24 de maio. Campanha foi transferida por previsão de tempestade para esta sexta (9).https://t.co/AqjpSKISZz,5151
"@karenllyandra Está acontecendo em todo o Brasil, moro em Fortaleza mas no meu interior aqui no Ceará estão com campanha de vacinação e pedindo autorização pra vacinar as crianças na escola, dizem que é pra regularizar o calendário vacinal e adivinha a vacina da COVID está no calendário de",5157
EUA restringem vacinação contra Covid-19 a idosos e grupos de risco https://t.co/DVsQaefj4G #ODia #Mundo,5201
Goiânia realiza Dia D de Vacinação contra Influenza neste sábado (10/5). Confira as unidades que oferecerão vacinas https://t.co/o6s7WLzBeQ https://t.co/rOFVu0Tg9I,5211
"Mutirão nacional de vacinação em escolas tem como meta vacinar 90% dos estudantes de até 15 anos.Segundo o Ministério da Saúde, quase 28 milhões vão poder ficar em dia com a caderneta de vacinação. É necessária a autorização dos pais.Confira: https://t.co/8WtjTZkh8o #JN https://t.co/BeJGdxGMHt",5216
Vacinação em São Paulo: Dia D contra gripe acontece neste sábadohttps://t.co/PznuxMv3av,5220
"ME ENGANA QUE EU GOSTO!- Reduziram recursos para campanhas contra a Dengue- Reduziram a contratação de agentes comunitários de endemias- Atrasaram em em quase 1 ano o início da campanha de vacinação A culpa é do clima? Na prática, em 2024 houve mais óbitos por dengue de que",5221
"Atenção, petlovers!Tem campanha de vacinação contra a raiva nos dias 1° e 2 de setembro.Mais informações com a Janine Appel. https://t.co/CK3OJ94QVO",5222
Sesap distribui mais de 90 mil doses para iniciar campanha de vacinação da influenza no RNhttps://t.co/6DW7CeXkt8,5224
"Bom dia amigos! Hoje também tem vacinação! Se você atende aos critérios, procure o ponto de vacinação mais próximo de você e tome sua dose! Que DEUS nos abençoe! em Rio Branco, Acre https://t.co/Ie6iHEiEuU",5225
"O Piauí está há cinco dias sem registrar mortes por Covid-19, de acordo com dados da Secretaria Estadual de Saúde. Esse resultado se deve ao excelente trabalho do governo do Estado, que é o campeão nacional em vacinação contra Covid. #vacinasalvavidas",5231
"São José dos Campos avança na vacinação contra a Covid-19. Hoje (6), a partir das 12h, inicia a imunização na população com 39 anos. Amanhã (7) será a vez da população com 38 anos e na quinta-feira (8), nas pessoas com 37 anos. https://t.co/a9GS0yVVrq",5242
"✅ Atenção à Saúde: Vacinas, testes rápidos, aferição de glicemia e orientações.✅ Cidadania: Emissão de RG e mutirão do CadÚnico.✅ Cuidado Animal: Vacinação antirrábica.✅ Cuidado Ambiental: Distribuição de mudas.📍 Aldeia Cabana⏰ A partir das 08h",5254
"Acabei de saber que o Ministério da Saúde vai submeter ao PNI a proposta para que a vacinação contra Covid-19 no Amazonas alcance logo 1/3 da nossa população. Esse foi um dos assuntos que tratei pessoalmente com o ministro Pazuello, na sua última vinda ao estado.",5255
"As vans da vacinação têm feito sucesso desde que começamos a ofertar o serviço de maneira itinerante. Superamos a marca de 100 mil doses aplicadas, sendo 69 mil contra a Covid-19 e mais de 31 mil de influenza. Nossa gestão vai continuar facilitando o acesso à saúde de qualidade!",5257
"Bom dia! ☀️ Neste sábado (12) é Dia D de vacinação em João Pessoa! 💉💚 Nossas unidades de saúde vão estar abertas pra atualizar cadernetas e proteger quem a gente ama.Tem vacina contra Influenza, Dengue, HPV e muito mais, com atenção especial pros grupos prioritários. 🧒🏽👵🏼💪",5258
"O Maranhão recebeu 1,1 milhão de doses da vacina contra a gripe e inicia a campanha nacional de vacinação! 🏥💉 Lembrando que o imunizante é capaz de evitar entre 60% e 70% dos casos graves e óbitos.Não deixe de se vacinar e cuidar da sua saúde e da sua família! https://t.co/xMTNQlISX9",5263
"O @SenadoFederal aprovou, hj (23/3), Moção de Apelo à Comunidade Internacional. Com a minha assinatura e a de outros 64 parlamentares, trata-se de um pedido de ajuda para a vacinação contra a Covid-19 no Brasil. O “grito de socorro” foi p/a ONU, OMS, G-20, OCDE, p. exemplo.",5265
"A Enfermagem está em tudo: da atenção básica à UTI, do posto de saúde ao hospital, da vacinação ao acolhimento no momento mais difícil. São profissionais fundamentais para que o sistema de saúde funcione — no SUS e na saúde privada.",5266
Rio começa campanha para reforçar vacinação contra o HPV. https://t.co/irz8KclW0O,5283
Vacinação contra gripe ocorrerá em oito pontos de BH neste sábado (24/5)https://t.co/lMuIvKCMXF,5285
"A campanha de vacinação contra a gripe será antecipada e vai começar no próximo dia 25 de março, em todo o território brasileiro. A decisão do Ministério da Saúde levou em consideração o aumento da circulação de vírus respiratórios no país.Leia: https://t.co/ARzpAHdYKd https://t.co/xP2ME0UMD4",5294
Campanha de vacinação contra a gripe acaba nesta sexta-feira https://t.co/tVYd1tebuW,5305
"Venâncio Aires reforça a importância da vacinação após morte por influenza A➡️Homem de 67 anos, com comorbidades, morreu no dia 14 de maiohttps://t.co/2Ddw6wwSqR",5311
Vacinação contra Covid-19 completa um mês na Bahia https://t.co/w3zuPw89rS,5316
Vacinação contra Influenza em Aracaju: saiba qual é o público alvo da campanha https://t.co/UGDrujG8xt #g1 #g1se https://t.co/6WWfP595oQ,5317
Dia D de vacinação em Porto Alegre: todas as unidades de saúde abrem neste sábado https://t.co/mAOM8stQop #g1RS https://t.co/oD3350uo5G,5319
João Pessoa amplia vacinação contra Influenza para toda a população a partir de seis meses https://t.co/f8Be9IXEMy,5322
Vacinação contra a gripe em SP é ampliada para toda a população acima de seis meses. #TVCultura #Saúde #Influenza #Gripe #SãoPaulo #Vacinação #Notícias #CampanhaDeVacinação https://t.co/ScLTCQfGRu,5325
"💉Os municípios do Amapá precisam intensificar com urgência as campanhas de vacinação e a busca ativa por crianças não imunizadas. A baixa cobertura vacinal contribui p/ o agravamento das doenças respiratórias, sobrecarregando os leitos clínicos e de UTI da rede pública/privada.",5332
@NewsLiberdade E ainda querem obrigar a vacinação de bebês e crianças…,5334
"O Ministério da Saúde apresentou, nesta terça-feira (01), definições preliminares da estratégia que vai pautar a vacinação da população contra a Covid-19. Pontos como grupos prioritários, eixos estratégicos do plano operacional, expectativas de prazos, inv https://t.co/TAhacp4WDP https://t.co/n1geGA0pch",5389
▶️ Mato Grosso do Sul registra mais de 10 mil casos prováveis de dengue em 2025SES alerta para cuidados e destaca vacinação em crianças e adolescentes#UltimasNoticias #CapitalNewshttps://t.co/SEOYgMr7ho,5392
Prefeitura de Goiânia promove dia 'D' de vacinação contra gripe ⇒ https://t.co/KrsD60V2cZ#NoArNaCBN #CBNGoiania #saúde #vacinação #gripe https://t.co/fdF5RGezOB,5393
"Porto Alegre terá Dia D de vacinação para frear casos de gripe e superlotação nas emergências➡️No sábado, vacina contra a gripe estará disponível em todas as unidades de saúde da Capital para pessoas com mais de seis meses de idadehttps://t.co/gROAJkD54x",5394
💉 Cidades iniciam campanha de vacinação contra a gripe; saiba quem pode e como se vacinar no ES ==&gt; https://t.co/aJW3zif3lA #g1ES,5397
Curitiba inicia vacinação inédita contra a dengue a partir desta segunda-feira https://t.co/8LUhsDcqZM,5403
"Começou hoje em todo o Brasil a campanha de vacinação contra a gripe para idosos e profissionais da saúde, para imunizar grupos de risco. Em Teresina as vacinas estão disponíveis nas UBS e no Centro Integrado Lineu Araújo.#DrPessoa #Vacinação2020 #VacinadaGripe #Teresina #Piauí https://t.co/Gh0kevSyTm",5406
Em defesa da vacina e da vacinação obrigatória contra a COVID-19 https://t.co/qOhkXrYM9a via @PSTU,5410
"Apresentei na CPI requerimento de convocação do ministro da Saúde, para que ele explique com clareza a questão da vacinação de adolescentes e também o plano de vacinação para 2022. Não é aceitável que a maior autoridade de saúde do país se manifeste de forma vaga e alarmista. https://t.co/f1LtsY74gf",5417
