tweet,index
"Com o coração cheio de esperança, lançamos hoje a campanha de vacinação nas escolas do RN, direto do IERN Natal — esse símbolo da educação transformadora que tanto nos orgulha.Vacinar é cuidar. E cuidar é um dever de quem governa! https://t.co/RAo47DJgKY",3840
VACINAS NAS ESCOLAS | Escolas públicas de 5.544 municípios de todas as regiões do país terão campanha de vacinação entre os dias 14 e 25 de abril. A meta do governo federal é vacinar 90% dos estudantes.Leia: https://t.co/wFu4S5fZTC https://t.co/NKXDIFNVhj,3844
Paraná promove Dia D de vacinação contra gripe neste sábadohttps://t.co/hFvUcD9NM7,3850
Ministro da Saúde usa música da Lady Gaga em campanha de vacinação https://t.co/9WkHOig5S2,3855
Vacinação contra a dengue é interrompida em BH por falta de doseshttps://t.co/1xdQuBSx5t,3856
Campinas retoma vacinação contra Covid-19 nesta sexta; veja público-alvo #g1 #g1Campinas #EPTV https://t.co/oyX11rvH1W,3858
O município do Rio de Janeiro ampliou a faixa etária da vacinação contra a dengue para crianças e jovens de 10 a 18 anos. A medida busca aproveitar 50 mil doses remanescentes da imunização do grupo prioritário. A ampliação será válida até 26 de março.#RepórterBrasil https://t.co/rqrMRgsKDF,3861
"💉 DIA D DE VACINAÇÃOO ministro da Saúde, Alexandre Padilha, anunciou a ampliação da cobertura vacinal com o ‘Dia D’ de vacinação contra a gripe (influenza) marcado para o dia 10 de maio, às vésperas do Dia das Mães.Curta e comentehttps://t.co/DYkgPML3Ud https://t.co/1TaVu3XhNm",3865
"Estamos sempre cuidando da sua saúde e da sua família! Pensando em facilitar o acesso às vacinas, garantimos atendimento até as 22h nos nossos pontos móveis de vacinação no Shopping Sul, Shopping Tambiá e Ferreira Costa. Assim, você pode se vacinar fora do horário comercial e",3885
"BOA NOTÍCIA! O Programa Saúde na Escola vai garantir a vacinação nas escolas para mais de 30 milhões de estudantes em todo o país. As vacinas são gratuitas, aplicadas por profissionais do SUS. Vacinas salvam vidas https://t.co/H88Jy9jNzK",3887
RT @scflorianopolis: VACINAÇÃO QUARTA-FEIRA💉Nesta quarta-feira (16) vamos abrir vacinação para os seguintes públicos: - crianças de 5 a…,3889
▶️  Vacinação contra a gripe segue durante o feriado em Campo GrandePlantão especial oferece imunização em pontos estratégicos da cidade até o dia 20 de abril#UltimasNoticias #CapitalNewshttps://t.co/v4PbBQD00l,3894
BH vai ter Dia D de vacinação contra a gripe neste sábado (10/5)https://t.co/N15fHAAaMK,3904
Porto Alegre amplia vacinação contra o HPV em adolescentes. Jovens de 15 a 19 anos podem ser imunizados em qualquer unidade de saúde da cidade.https://t.co/MdcJWOVNy3,3908
Vacinação contra Covid-19 em João Pessoa em 13 de dezembro de 2022.#g1 #g1Paraíba https://t.co/XfBYnzSoTV https://t.co/RBHZjotQPl,3909
"Neste sábado teremos mais uma grande ação de vacinação contra a Covid-19 em toda a cidade. Serão 42 pontos de vacina, sendo 14 para atender as crianças e 26 para atender os adolescentes e adultos, além das vans do projeto VacinAção. Programa-se! https://t.co/NTvr024a4V",3920
#Repost @comissaocoronavirus (@get_repost)・・・O @deputadohiran fala sobre as expectativas de vacinação da população. #covid19 #camaradosdeputados #hirangonçalves #Saúde em Câmara dos Deputados https://t.co/CzsC1mTZs7,3923
"A vacinação contra a dengue está disponível para o público de 10 e 11 anos. Leve seus filhos em uma das 37 unidades de saúde que estão fazendo a vacinação.E faça sua parte no combate ao mosquito, evitando água parada em casa. https://t.co/netAdckCVm",3924
"Uma boa notícia para encerrar o dia! Hoje, 29 municípios do interior não têm nenhum paciente internado por Covid-19. É um bom sinal, mas precisamos continuar avançando na vacinação para que os números diminuam ainda mais. Faça sua parte e atualize seu ciclo vacinal!",3926
"RT @lucas_thaynan: Publiquei hoje na @Agencia_Tatu uma reportagem sobre a evolução da vacinação da Covid-19, em Alagoas. As análises foram…",3930
"BH terá dia D de vacinação contra a gripe nas 9 regionais; veja quando e onde se imunizarCapital atingiu apenas 29,7% da cobertura vacinal; PBH indica que a meta é 90% https://t.co/c8UvsTrgaK https://t.co/kTl9Xd4Ry6",3937
➡️Dia D de vacinação contra influenza ocorre sábado (10) em todo o CE; veja quem pode se vacinarGrupos prioritários devem comparecer a postos para tomar dose do imunizante atualizadohttps://t.co/02EY4UTSTfhttps://t.co/02EY4UTSTf,3942
"BH terá Dia D de vacinação contra a gripe neste sábado; saiba ondeTodos os 153 centros de saúde da cidade, o Serviço de Atenção à Saúde do Viajante e alguns pontos extras estarão abertos das 8h às 17hhttps://t.co/DFkif5XxUe",3945
"Hoje é dia de mutirão de vacinação contra a covid-19! 💉💉 em Rio Branco, Acre https://t.co/S2lwmJwrSg",3958
Bahia se mobiliza para realizar o Dia D de vacinação contra a gripe neste sábado: https://t.co/Aey24UwCiL,3960
Bahia terá Dia D da vacinação contra a gripe neste sábado (10) https://t.co/0r26EnLrQX,3961
Dia D: saiba os locais de vacinação contra influenza em Alagoas ▶ https://t.co/FJ3TNo0fOi 📸 Carla Cleto/Agência Alagoas https://t.co/YtyeOaFVHi,3981
"A Prefeitura informou que nesta semana Manaus terá 51 pontos de vacinação contra a Covid-19. Ou seja, não tem desculpa. Você que ainda não se vacinou faça um esforço e se imunize. A vacina é nossa melhor arma contra o vírus e só com ela voltaremos à nossa vida normal.",3992
"Votei sim à manutenção dos hospitais de campanha enquanto não houver ampla vacinação contra a covid-19. De acordo com o texto final, serão desativados caso haja leitos disponíveis no estado ou município, conforme parâmetros considerados seguros por especialistas e gestores.",3993
"Com baixa adesão e vacina próxima do vencimento, Ministério da Saúde decide ampliar faixa etária da vacinação contra a dengue: https://t.co/whG44plSRy #JG https://t.co/TLt8TT5OIv",3998
💉 Ministério da Saúde realiza Dia D de vacinação contra a gripe neste sábado (10) 🌳 MME destaca liderança brasileira na transição energética global em evento sobre a COP30✅ Lei de Cotas no serviço público federal é aprovada no Senado,4005
"Habemus Zé Gotinha!O Dia D de Vacinação contra a Gripe é no próximo sábado, 10 de maio! Aproveite essa oportunidade!Vacina Sempre Brasil! https://t.co/SdjLWx9C9A",4008
Saúde realiza Dia D de vacinação contra a gripe neste sábadohttps://t.co/aDXQuWvidB,4021
Saúde investe em Dia D nacional para alavancar vacinação contra gripe https://t.co/DWpCCmkiSR,4024
"Vacinas salvam vidas! O Brasil será o primeiro país a oferecer a vacina contra a dengue gratuitamente no sistema público de saúde. A vacinação começa já em fevereiro de 2024, priorizando áreas e grupos vulneráveis. Voltamos a ser referência em vacinação, enterrando de vez o… https://t.co/S6T1CUNSfS",4029
Escolas públicas receberão campanha de vacinação entre 14 e 25 de abrilhttps://t.co/xJ5OPfAeQZ,4033
Alerj vai promover campanha de vacinação contra gripe https://t.co/z1vj2DFm39 #ODia #RiodeJaneiro,4035
"Governo de SP faz ""Dia D"" de vacinação contra gripe neste sábado (10) https://t.co/9ElU6VxmX7",4040
"Neste sábado (10), o Ministério da Saúde promove o Dia D da vacinação contra a gripe: uma mobilização nacional para proteger a população e ampliar a cobertura vacinal em todo o país.",4049
O governo do Amazonas anunciou a vacinação de adolescentes de 12 a 17 anos contra a Covid-19 que ocorrerá ao longo desta semana. A mobilização inclui também os trabalhadores da área de educação na capital que vão receber a segunda dose dos imunizanteshttps://t.co/bHofXNonEB,4058
"Para ampliar a imunização contra a Covid-19, Maceió estenderá, neste sábado (05), a vacinação itinerante em cinco pontos da cidade, incluindo o circo instalado em Cruz das Almas.#CBNmaceió #cbnmaceió #Alagoas #Jornalismo #notícia #vacinação #itinerante #imunização https://t.co/aPFjz8uQug",4059
Dia D de Vacinação movimenta unidades de saúde de Novo Hamburgohttps://t.co/Jy2WPX8fTV,4061
BH: novo posto de vacinação contra a gripe começa a funcionar no dia 28https://t.co/oH3ovtZP9a,4063
"Desde o início do governo do presidente @LulaOficial, retomamos as campanha de vacinação. Em nossa gestão, inovamos ao adaptar a vacinação na região Norte às condições do chamado inverno amazônico, inciando a campanha no segundo semestre. (+)",4065
"💉 O #GovernoMA segue ampliando a cobertura vacinal!👉🏼 Neste sábado, 10, aconteceu Dia D de vacinação contra a influenza com reforço à vacinação contra a Covid-19, voltada aos grupos prioritários. #SaudeMA #Maranhao https://t.co/R1yTCLPmfV",4071
"Dia D de vacinação contra gripe no Rio, Niterói, SG e Maricá neste sábado https://t.co/yqzUVyATZr via @siteenfoco",4074
"Rio inicia campanha de vacinação contra gripe para grupos prioritários; veja quem pode ser imunizadoEm 2024, o Município vacinou cerca de 2,1 milhões de pessoas; para 2025, a meta é imunizar 3 milhõeshttps://t.co/ZVo0B8dqtz",4091
"Após falta de doses, vacinação contra a dengue será retomada em BH.https://t.co/P9wbkPzz82",4092
PRONUNCIAMENTO NACIONAL |🔴Os ministros@padilhando (@minsaude) e @CamiloSantanaCE (@min_educacao) fazem um pronunciamento em rede nacional anunciar a campanha de vacinação nas escolas e da caderneta digital de vacinação. 📱📺📻Assista: https://t.co/cUviYniYft,4093
Vacinação contra Covid-19 é suspensa no Rio de Janeiro; SMS foca em outras vacinas para população https://t.co/8blwW5AiT8,4100
Usinas da Paz ampliam cobertura de vacinação para população  https://t.co/rlSlep7eVJ,4107
"💉Pernambuco realiza Dia D de vacinação contra a influenza neste sábado (10); 3,8 milhões estão aptos - https://t.co/GAQ4Dxd7or https://t.co/o4CP0VzWO2",4108
"Belo Horizonte recebe 27,3 mil doses e retoma vacinação contra a dengue Doses da Qdenga haviam se esgotado no dia 5 de maio na capital mineira https://t.co/iIoFyI1S4o",4111
"Desde sempre, pensou na Educação do nosso país e promovia a saúde, incentivando a vacinação de nossas crianças. Era um ídolo que sabia o peso de sua responsabilidade e a carregava com maestria e muito amor.",4115
Amanhã é Dia D da campanha Minha Escola Nota 10 na Vacinação!Atualize a caderneta de vacinação dos estudantes e proteja quem você ama.Leve crianças e adolescentes aos pontos de vacinação e garanta saúde e prevenção!Nada de perder ponto na saúde! https://t.co/Iu7RcMeVSk,4127
💉 Todos os postos de Fortaleza abrem para Dia D de vacinação contra gripe neste sábado (10)A ação busca ampliar cobertura vacinal de 19 grupos prioritários e proteger a população contra influenza https://t.co/W8NILQLPO1 https://t.co/W8NILQLPO1,4192
"Esse agendamento da vacinação já encostando na década de 1990 fez bater valendo aqui a ansiedade! Chega 91! Pela primeira vez, o cérebro começou a materializar a vacina no meu braço, a pensar com que roupa eu vou pra esse grande dia! &lt;3",4193
Cruzeiro incentivando a vacinação no X e militando contra a precarização do trabalho no Instagram. Péssimo dia para alguns,4197
Vacinação contra a Covid-19 em João Pessoa em 22 de agosto de 2022.https://t.co/NbBTxDGgoo https://t.co/pqokGw5bu3,4257
"Desde novembro foram encontrados cinco animais mortos e dois testaram positivo para a doença. Prefeitura reforçou a vacinação no Projeto de Assentamento (P.A.) Entre Rios, Buritirana e áreas próximas#JornaldoTocantins #Tocantins #saúde https://t.co/DS6VfP470n",4260
"Campanha de vacinação contra a gripe começa nesta 2ª (7) em Porto Alegre. Primeira fase inicia com atendimento a maiores de 60 anos, menores de 6 anos, gestantes, puérperas, quilombolas e indígenashttps://t.co/pftiqq4pK7",4264
"Já começamos a vacinação contra a Influenza em João Pessoa. 💉💙 Nossa meta é proteger 90% dos grupos prioritários, como crianças, idosos, gestantes e profissionais de saúde. A vacina pode evitar até 70% dos casos graves da doença. 👶👵🏽🤰Procure a unidade de saúde mais próxima… https://t.co/46smsWulXK",4269
"É MUITA CARA DE PAU Agora, a Anvisa é quem atrasa a chegada de vacinas “atualizadas” no SUS! É muita cara de pau, atrasaram o início da vacinação contra a dengue em quase um ano, resultando na maior epidemia de todos os tempos. Além disso, apesar da bronquiolite ser causa https://t.co/tbIup3HlrP",4270
Hoje iniciamos a vacinação contra a Covid-19 em São José dos Campos pelos profissionais de saúde dos hospitais públicos e privados que estão no enfrentamento do combate à pandemia. https://t.co/tlV8ZxQpYA,4283
"A loja de material de construção Carajás Home Center, localizada no Tabuleiro do Martins, passa a integrar o itinerário de imunização na capital. O novo ponto de apoio funciona de segunda a sábado, das 9h às 16h, com vacinação destinada ao público a partir de 12 anos. https://t.co/qw7VWcH0oZ",4287
"Dia D de vacinação contra gripe ocorre neste sábado, 10➡️ Para se vacinar, é necessário apresentar um documento oficial com foto https://t.co/MrrnQpPahs",4295
Vacinação contra a Covid-19 é suspensa no Rio; entenda motivo e saiba quais vacinas estão disponíveis 👇 https://t.co/bySqlwK4K7,4301
"CURITIBA INICIA VACINAÇÃO CONTRA GRIPE PARA PÚBLICOS PRIORITÁRIOS A PARTIR DESTA TERÇA-FEIRA (1°)O imunizante atualizado está disponível, a partir desta terça-feira (1°), para os públicos prioritários nas 109 unidades de saúde da capital.https://t.co/ylFYvviD3T",4328
🏙️Ainda dá tempo! Dia D da vacinação da gripe tem pouca fila e muita vacinaO dia destinado para vacinar a população tem 200 mil doses e mais de 100 pontos para que o público se imunize no DF.https://t.co/y43ERQgI52,4329
Campinas inicia vacinação contra gripe em todos os centros de saúde nesta segunda; veja quem pode se vacinar #g1 #g1Campinas #EPTV https://t.co/XGZ1D00Nwv https://t.co/GjPw9ogBvW,4332
Secretário de Saúde reforça em coletiva a importância da vacinação contra Covid-19 na queda dos números de mortes. https://t.co/gBDKJPrlhP,4335
Dia D de vacinação contra a gripe será realizado em todo país neste sábadohttps://t.co/ZEmZxtid1n,4338
Vacinação contra dengue no Rio é ampliada para pessoas de 19 e 20 anos https://t.co/WT2tP6HLbm,4339
"Boa notícia! A vacinação contra HPV foi ampliada em João Pessoa. 💉 Jovens de 15 a 19 anos que ainda não se vacinaram agora têm uma nova chance!O HPV pode causar câncer, mas a vacina protege. Procure um posto de saúde até 17 de junho e cuide da sua saúde! 🏥💙",4345
"RT @ujr_oficial: O filho do genocida, Eduardo Bolsonaro, está espalhando uma imagem que transforma o mascote da campanha de vacinação em um…",4349
Vacina contra a influenza LIBERADA pra todos a partir de 6 meses de idade 💉Chegou a hora de turbinar a proteção e multiplicar a saúde. Vá até um dos pontos de vacinação e tome sua dose.Lembrete do J: não esqueça de levar o documento de identificação e o cartão de vacina. 😉,4364
💉Alagoas aderiu ao Pacto Nacional pela Consciência Vacinal! Essa é uma ação super importante para conscientizar a população sobre a importância da vacinação para a prevenção de doenças. O que queremos é a  retomada da ampla cobertura vacinal no Brasil. 🇧🇷 https://t.co/cfGLdoq16M,4365
"Bom dia, pessoal! Que Deus abençoe nosso final de semana!Hoje tem ‘Pet nos Residenciais’, no Vila dos Oliveiras, com vacinação e orientações médicas. Já entregamos mais de 1,5 mil casas pra população, e continuamos levando serviços e lazer para os moradores. 🐾🏡",4366
Já são mais de 3 milhões de vacinados contra a Covid-19 em Minas Gerais! 💉  Continue acompanhando a maior operação de vacinação da história de Minas em https://t.co/uiXxZJnkUK https://t.co/lz9RyLCktI,4368
"CURITIBA REALIZARÁ VACINAÇÃO CONTRA A COVID-19 EM APENAS 11 UNIDADES DE SAÚDE, INFORMA SMSForam distribuídas pouco mais de 13 mil doses da vacina anticovid nas 109 Unidades de Saúde.https://t.co/fRNIv01urx",4376
O YouTube retirou do ar a live da Câmara Municipal de Maceió de uma audiência pública sobre a decisão judicial que obriga a comprovação de vacinação das crianças contra Covid nas escolas.#CBNmaceió #cbnmaceió #Alagoas #Jornalismo #notícia #CâmaraMaceió #live #retiroudoar #sessão https://t.co/PzkJpYjQmK,4377
O Programa Saúde na Escola visa ampliar a cobertura vacinal para proteger crianças e adolescentes. #PortalGP1 #Notícias #Brasil #vacinação #saúde https://t.co/NqzhYG2zPe,4379
Maceió terá 33 pontos de vacinação contra a gripe neste sábado - https://t.co/YnmznyPEPv - @extraalagoas https://t.co/3cA98T46s1,4380
"#saúde I Em 2024, o Ministério da Saúde deu início à estratégia inédita de vacinação contra o vírus da dengue.https://t.co/4QgKLyNxrx",4382
Grande BH: Contagem amplia vacinação contra gripe para toda a populaçãohttps://t.co/ttLO8HSk1n,4383
"@grraquino @grok @anapaulalimapt Sim, eu menti. Além do Brasil, só Equador, Costa Rica e Indonésia mantêm vacinação contra covid para crianças. Não há razão para vacinar criança contra covid. Os benefícios da vacina são dúbios, mas os riscos são altíssimos. Coisa de jegue mesmo.https://t.co/K73gZ5j3pk",4406
Rio amplia faixa etária para vacinação contra a dengue.https://t.co/FqLs1lbpV9,4407
"VACINAÇÃO NA ESCOLA | A campanha de vacinação nas escolas começa nesta segunda (14) e vai até 25 de abril. A ação tem como objetivo atualizar a caderneta de vacinação dos estudantes e integra o Programa Saúde na Escola, dos ministérios da @minsaude e @min_educacao. https://t.co/D3XgyOdzxj",4424
"Vacina contra Herpes-Zóster pode reduzir 20% dos casos de demência, como Alzheimer. Novidade foi revelada em um estudo realizado no País de Gales. a partir de 2013, quando o sistema de saúde pública britânico adotou a vacinação contra Herpes-Zóster no calendário de saúde.#JC https://t.co/fe6XjreQtE",4457
Saúde realiza Dia D de vacinação contra a gripe neste sábado https://t.co/g61SSFXN6b,4466
Governo de SP promove “Dia D” de vacinação contra gripe neste sábado (10). #TVCultura #SaoPaulo #Influenza https://t.co/2IeSSXuZqY,4531
"Neste sábado, 20, teremos mais um Dia D de vacinação contra a influenza, covid-19 e outras doenças. Vamos, juntos, fazer nossa parte para aumentar o número de pessoas imunizadas no estado.",4551
"Bom dia!! Amanhã (dia 19/03) iniciaremos a vacinação dos idosos de 72 anos e mais, nas 40 Ubs, nas 4 Casas do Idoso e no Drive-thru, montado no Cefe. Confira mais informações no link. https://t.co/wSNOvSPvob",4552
"A informação verdadeira é a melhor solução para combater o fake newsPensando em esclarecer e tirar dúvidas de pais ou responsáveis de crianças e adolescentes do município de Penedo e diretores escolares, sobre a vacinação contra COVID-19, a Prefeiturahttps://t.co/zY41Wv1s0A https://t.co/tVdNFalija",4567
🏙️Casos de gripe aumentam 685% em menos de quinze dias no DFDezesseis mil pessoas procuraram atendimento com sintomas gripais em unidades de saúde do DF. Vacinação será ampliada.https://t.co/izwoNwZDLD,4570
Cidades iniciam campanha de vacinação contra a gripe.https://t.co/g98VF9aqrF,4571
Sábado será Dia D de vacinação contra gripe em Porto Alegre➡️Transporte público terá passe livre para que os grupos prioritários possam se deslocar até o local da vacinaçãohttps://t.co/lThXOSghom,4572
Campanha de vacinação contra a gripe começa nesta segunda (07) https://t.co/SwqaDUHqTO,4573
"Manaus chegou à marca de mais de 50% da população vacinada com as duas doses contra a Covid-19, o que corresponde a um universo de quase 894 mil pessoas que já cumpriram o esquema de vacinação completa na cidadehttps://t.co/5hdzbC44VM",4574
"Escolas terão campanha de vacinação entre 14 e 25 de abril. Programa Saúde na Escola pretende imunizar 27,8 milhões de estudantes. https://t.co/0O2jMBaxSn",4579
"@dayvisonhilario @filipe_rafaeli Até pouco tempo atrás, eu tinha vários prints de 2021, pós início da vacinação do Covid-19, com vários e vários relatos de abortos.Era muitos mesmo!Mas, tal como a cifra negra do crime brasileiro, que menos de 8% são investigados, nunca saberemos a verdade desses venenos 💉🩸💉",4605
"Vamos caminhando para o fim do ano com fé. O ministro da Saúde, @minsaude Eduardo Pazuello, disse que a vacinação contra a COVID-19 pode começar entre dezembro e janeiro. Aqui no Congresso já aprovamos R$2bi para a compra da vacina de Oxford. #nadaresisteaotrabalho",4637
"Minha gente, o índice de vacinação contra a pólio em crianças e adolescentes com menos de 15 anos está preocupante. Bora atualizar a Caderneta de Vacinação da nossa meninada e vaciná-los contra a poliomielite e outras doenças.",4642
Vacinação contra a dengue em Curitiba começa segunda-feira (19)https://t.co/2WHoWvmiQ0 https://t.co/OUXvatpl3I,4645
Prefeitura de Parnaíba inicia nova etapa de agendamento para vacinação contra COVID-19 nesta terça (20) https://t.co/edKkAvMUcl,4646
"Novo Hamburgo terá ""Dia D"" de vacinação contra a gripe neste sábadohttps://t.co/1XbcWzKUCv",4650
"#AtençãoPassageiros: a partir do dia 12 de maio, o Equador exigirá que visitantes vindos do Brasil, Bolívia, Colômbia e Peru apresentem um certificado de vacinação contra a febre amarela.Saiba mais sobre esses requisitos em https://t.co/wwD5iK7K3P https://t.co/cpxtK8raSA",4672
Maceió ampliou a vacinação contra Covid para crianças de 8 anos sem comorbidades nesta terça-feira (25). A informação foi divulgada pelo prefeito JHC (PSB) nas redes sociais. #CBNmaceió #cbnmaceió #Alagoas #Jornalismo #notícia #vacina #criança #8anos #covid19 #ampliação https://t.co/qovQXHaPf0,4677
Campanha de vacinação antirrábica para cães e gatos é prorrogada até 27 de dezembro em Fortaleza#g1ce https://t.co/Ml2OjlPjgj,4682
SAÚDE DOS ANIMAISPrefeitura de Manaus vacina cães e gatos contra a raiva em comunidades ribeirinhas do rio NegroA atividade integra as ações da etapa Rural Fluvial da Campanha de Vacinação Antirrábica Animal de 2025Leia maishttps://t.co/2ftPLYqwgM https://t.co/3FtkOYgSkT,4685
"💉Dia D da vacinação contra a gripe acontece neste sábado (10) em várias regiões do país #sbtnews  Meta é vacinar 90% do público-alvo, mais de 81,6 milhões de pessoas, incluindo crianças, idosos e gestanteshttps://t.co/TzInKcp1aU",4687
"Segundo a SMS, de JAN a JUL de 22, o índice de vacinação contra a Poliomielite na capital era de 64,91%. A Sesau informou que, até o momento, AL vacinou 64% das crianças.A meta mínima estipulada pelo Ministério da Saúde é de 95%.Leia na íntegra: https://t.co/vQy53I3ULJ https://t.co/nmAfkt2T4i",4692
encontro de moots na campanha de vacinação aqui na estação republica,4695
"Com baixa adesão, Prefeitura de SP amplia vacinação contra a gripe para toda a população na próxima semana https://t.co/TY1Sf4ulOs #g1",4738
Alagoas recebe 80 mil doses para campanha de vacinação contra Influenza - Jornal Extra de Alagoas https://t.co/sJHu61kCXJ via @ExtraAlagoas,4743
Pirenópolis realiza Dia D de vacinação contra a gripe neste sábado (10). Unidades de saúde estão abertas até 17 horashttps://t.co/zDw81VbwaR https://t.co/HOp3tBYSQ4,4748
"CURITIBA INICIA VACINAÇÃO CONTRA A DENGUE NA SEGUNDA-FEIRA (19); SAIBA MAISA partir de segunda-feira (19), a Secretaria Municipal da Saúde (SMS) de Curitiba começa a vacinação contra a dengue. https://t.co/2t14C4CJM6",4751
"DIA D DE VACINAÇÃO | O ministro da Saúde, @padilhando, a ampliação da cobertura vacinal com o 'Dia D' de vacinação contra a gripe (influenza) marcado para o dia 10 de maio, às vésperas do Dia das Mães. https://t.co/n4rQo5lT51",4752
"Dia D de vacinação será neste sábado, com participação de mais de 600 municípioshttps://t.co/kEbyoSJ0Tm#minas #cidades #vacina #vacinaçãocontragripe #baixacoberturavacinal #jornalhojeemdia",4755
Curitiba realiza Dia D de vacinação no sábado; veja endereços das unidades https://t.co/lhq65rWCJK #Curitiba #tribunapr,4756
Dia D mobiliza moradores para vacinação contra gripe em FortalezaAção faz parte de campanha nacional para a imunização contra o vírus influenza; confira detalhes na matériahttps://t.co/nGdtJ40ibb,4758
"▶️ Dengue já causou 9 mortes em Mato Grosso do Sul e mais de 3,6 mil casos confirmadosEstado contabiliza mais de 9 mil casos prováveis e segue com vacinação ativa para crianças e adolescentes#UltimasNoticias #CapitalNewshttps://t.co/0FKdnqkLyp",4777
Rio intensifica vacinação contra sarampo com postos estratégicos a partir desta segundaA campanha é voltada para adultos de 18 a 59 anos que ainda não tomaram a vacina e para aqueles com idade entre 18 e 29 anos que tenham recebido apenas uma dosehttps://t.co/3HCd9ulYrX,4781
💉 Imunização!Ação promove vacinação contra Covid-19 e Influenza na Praça da República neste domingo➡️ https://t.co/qxEvsq3OrT,4783
"Após Dia D, Sesab prolonga ações de vacinação em postos de saúde na Bahia : https://t.co/SQpZcOONUr",4787
Confira no Folha Entrevista - Atualização sobre a vacinação contra Covid-19 em Londrina - https://t.co/CKQzA01sd8,4788
Vacinação é prorrogada para público de todas as fases da campanha https://t.co/ndVy1wXQuM,4839
"IMUNIZAÇÃO | A campanha nacional de vacinação contra a influenza começa nesta segunda-feira (7). A meta é imunizar 90% dos chamados grupos prioritários, que incluem crianças de 6 meses a menores de 6 anos, idosos e gestantes. Saiba mais: https://t.co/KCrz4hkLl8. https://t.co/NtN73vEAip",4841
Vacinação contra a Covid-19 e Influenza segue na Capital até quinta-feira; confira os locais https://t.co/PuxDQZGRYp,4847
A pandemia de Covid-19 escancarou as desigualdades regionais brasileiras no acesso à vacinação e deixou uma série de aprendizados sobre os quais ainda precisamos falar. https://t.co/y3DoxFr9IN,4850
"Ampliação da vacinação contra gripe para público geral e de Covid-19 para grupos prioritários movimenta unidades de saúde de Porto Alegre➡️Pessoas com mais de seis meses de idade podem receber aplicação da dose contra gripe, enquanto o público acima de 12 anos pode buscar",4871
"Com previsão de mais 72,8 mil doses, governador Ibaneis anuncia vacinação para 64. Estimativa é de novas doses de imunizantes contra a Covid-19, chegar até sexta-feira (16/4).",4872
"Metrô de BH terá campanha de vacinação contra a gripeA iniciativa será realizada das 9h às 16h, na estação Santa Efigênia, na região Leste da capitalhttps://t.co/GViI2MEl5i",4899
"E a vacinação contra a dengue vai começar! 💉E Dourados, segunda maior cidade de MS, será a primeira a aplicar a vacina. É o start para as 3,2 milhões de doses que serão distribuídas este ano em todo o Brasil pelo sistema público de saúde. VIVA O SUS!!",4912
"Com o verão, as viroses infantis aumentam! 🤒 Lavar as mãos, evitar aglomerações e manter a vacinação em dia faz toda a diferença. 💉🧼 O Hospital Infantil do Valentina é referência em urgência pediátrica. 🏥 Para sintomas leves, procure a USF do seu bairro. Se agravarem, conte",4917
"Um domingo sem novos casos e sem óbitos por COVID no Acre. O INTO também informou que não tem ninguém internado nas enfermarias. Esperamos por muito tempo uma notícia como essa. Que sigamos assim, e melhorando cada vez mais a cobertura da vacinação da nossa população.",4918
"Recebi, nesta segunda, representantes da Pfizer. A data é marcada pelo lançamento da campanha nacional de vacinação. Brasileiros e brasileiras, de todo o país, integrantes dos grupos prioritários, voltaram aos postos de saúde para receber a vacina bivalente contra a Covid-19.",4922
BAHIA SE MOBILIZA PARA O DIA D DE VACINAÇÃO CONTRA A GRIPE NESTE SÁBADO (10) https://t.co/8Ht0gVP72K,4926
São Paulo é o primeiro estado a atingir meta de vacinação contra a covid-19 #CBNmaceió #cbnmaceió #Alagoas #Jornalismo #notícia #imunização #meta #covid19 #OMS #saúde #pandemia https://t.co/ObU7M1P7yV,4928
Mutirão de vacinação contra gripe é realizado neste sábado em Itapetiningahttps://t.co/0ki8kZwJcE #g1 #itapetininga https://t.co/f9tG88PnYM,4931
Vacinação contra a gripe na cidade de SP começa para toda a população nesta segunda-feira (19). @paulaaraujonews foi até uma UBS da Zona Sul da capital e acompanha a movimentação. ➡ Assista ao #ConexãoGloboNews: https://t.co/bFwcwLpLU9 #GloboNews https://t.co/EEtXn8RR6j,4932
RT @g1tvintegracao: Covid-19: Prefeitura de Uberlândia alerta contra mensagens falsas de agendamento da vacinação https://t.co/YmUUyxZPpa #…,4937
DIA D VACINAÇÃO | O Ministério da Saúde aposta na retomada do Dia D Nacional de Vacinação para alavancar a campanha contra a gripe e cumprir a meta de vacinar 90% do público-alvo. A primeira edição deste ano está marcada para o dia 10 de maio. Leia: https://t.co/fBtru5xwYw. https://t.co/63u5pW1gLd,4939
"A baixa adesão à vacinação contra a gripe preocupa autoridades de saúde em meio ao aumento dos casos de síndrome respiratória aguda grave no país. Na cidade de São Paulo, onde 735 casos já foram registrados neste ano, a vacina foi liberada nesta segunda-feira (19) para todas as… https://t.co/G56LXSQJjT https://t.co/6fpqaUQqNG",4945
💉 Rio amplia vacinação atualizada da covid-19 para maiores de 80 anos. Imunizante para a variante JN.1 começa a ser  disponibilizada nas unidades de saúde:https://t.co/wqV3K1GXh8 https://t.co/BGT8Sb7JoK,4967
@RobertoZeballo7 O silêncio sepucral do ministério da saúde sobre os riscos da proteína spike e a imposição de vacinação COVID ( com direito a multa para os pais) é no mínimo imoral.,4993
“Dia D” intensifica vacinação contra a gripe em Curitiba https://t.co/ww2CZnFzqz https://t.co/F48ynIZ35z,5011
